case,layout,seq_index,start,end,target,candidate,max_abs,mean_abs,rmse,ref_rms,rmse_ratio
fixed_baseline,fixed,-1,0,256,flash_output_all,flash_bf16_api,0.00035696784143346427,1.3297443634887591e-05,2.2034227783081503e-05,0.004205613460079867,0.005239242263282813
fixed_baseline,fixed,-1,0,256,flash_final_state,flash_bf16_api,0.0030178605120434465,0.00012070850845683364,0.00021630196472953328,0.04793039767521337,0.004512834760838866
fixed_baseline,fixed,-1,0,256,flash_output_all,flash_fp32_api,0.00035696784143346427,1.3297443634887591e-05,2.2034227783081503e-05,0.004205613460079867,0.005239242263282813
fixed_baseline,fixed,-1,0,256,flash_final_state,flash_fp32_api,0.0030178605120434465,0.00012070850845683364,0.00021630196472953328,0.04793039767521337,0.004512834760838866
fixed_baseline,fixed,-1,0,256,api_parity_output,fp32_vs_bf16_api,0.0,0.0,0.0,0.004205998406687384,0.0
fixed_baseline,fixed,-1,0,256,api_parity_state,fp32_vs_bf16_api,0.0,0.0,0.0,0.047991253400587845,0.0
fixed_long_memory,fixed,-1,0,256,flash_output_all,flash_bf16_api,0.0024186364993675213,0.00033392769559967804,0.00043946309145987826,0.062245187117354765,0.007060193917183201
fixed_long_memory,fixed,-1,0,256,flash_final_state,flash_bf16_api,0.022507489943678793,0.004274913402511537,0.00541235936416407,0.8067127991384596,0.006709152712023754
fixed_long_memory,fixed,-1,0,256,flash_output_all,flash_fp32_api,0.0024186364993675213,0.00033392769559967804,0.00043946309145987826,0.062245187117354765,0.007060193917183201
fixed_long_memory,fixed,-1,0,256,flash_final_state,flash_fp32_api,0.022507489943678793,0.004274913402511537,0.00541235936416407,0.8067127991384596,0.006709152712023754
fixed_long_memory,fixed,-1,0,256,api_parity_output,fp32_vs_bf16_api,0.0,0.0,0.0,0.06216871206484823,0.0
fixed_long_memory,fixed,-1,0,256,api_parity_state,fp32_vs_bf16_api,0.0,0.0,0.0,0.806223875040881,0.0
varlen_stress,varlen,-1,0,212,flash_output_all,flash_bf16_api,0.0008349747221895326,0.00011534150107087714,0.00015693005824990975,0.04218596170928218,0.003719959244531823
varlen_stress,varlen,-1,0,212,flash_final_state,flash_bf16_api,0.0015595263098025502,0.00012488059016134727,0.00020057932236316523,0.053789996260108476,0.0037289335621671733
varlen_stress,varlen,-1,0,212,flash_output_all,flash_fp32_api,0.0008349747221895326,0.00011534150107087714,0.00015693005824990975,0.04218596170928218,0.003719959244531823
varlen_stress,varlen,-1,0,212,flash_final_state,flash_fp32_api,0.0015595263098025502,0.00012488059016134727,0.00020057932236316523,0.053789996260108476,0.0037289335621671733
varlen_stress,varlen,-1,0,212,api_parity_output,fp32_vs_bf16_api,0.0,0.0,0.0,0.042210103579271234,0.0
varlen_stress,varlen,-1,0,212,api_parity_state,fp32_vs_bf16_api,0.0,0.0,0.0,0.053738714962294,0.0
