case,layout,seq_index,start,end,target,candidate,max_abs,mean_abs,rmse,ref_rms,rmse_ratio
fixed_baseline,fixed,0,6144,6400,output_window,fp32_state,1.0011302876977712e-08,3.101283355517705e-10,5.411813928569649e-10,0.004128104220919474,1.310968337752928e-07
fixed_baseline,fixed,0,6400,6656,output_window,bf16_state,1.0998875239125877e-05,6.566245042204964e-08,3.4829783893376595e-07,0.00417333430016779,8.34579292916368e-05
fixed_baseline,fixed,0,6400,6656,output_window,fp32_state,8.014847074216958e-09,3.002485468813972e-10,5.208113059599267e-10,0.00417333430016779,1.247950124529893e-07
fixed_baseline,fixed,0,6656,6912,output_window,bf16_state,9.991661489338992e-06,5.880822938939259e-08,3.4018676401609256e-07,0.004012677380701452,8.477800025792875e-05
fixed_baseline,fixed,0,6656,6912,output_window,fp32_state,8.041876610812015e-09,2.9328049279245955e-10,5.081261039915785e-10,0.004012677380701452,1.2663019121232056e-07
fixed_baseline,fixed,0,6912,7168,output_window,bf16_state,1.1287453701973142e-05,5.758991684701559e-08,3.170838122127802e-07,0.004186372639164434,7.574189866577849e-05
fixed_baseline,fixed,0,6912,7168,output_window,fp32_state,7.346054146928349e-09,3.1301658447436013e-10,5.458496606194597e-10,0.004186372639164434,1.3038726068313089e-07
fixed_baseline,fixed,0,7168,7424,output_window,bf16_state,9.772273475002532e-06,6.358689355750283e-08,3.2665513785450825e-07,0.004459096028381207,7.325591011617985e-05
fixed_baseline,fixed,0,7168,7424,output_window,fp32_state,8.89994339337008e-09,3.110423203486371e-10,5.509918873593795e-10,0.004459096028381207,1.2356582676229266e-07
fixed_baseline,fixed,0,7424,7680,output_window,bf16_state,1.193872668725851e-05,6.910278266660231e-08,3.9233768006000893e-07,0.004365943763833221,8.986320055472803e-05
fixed_baseline,fixed,0,7424,7680,output_window,fp32_state,9.80405506778581e-09,3.3303981132863565e-10,5.873683193501743e-10,0.004365943763833221,1.345341010151893e-07
fixed_baseline,fixed,0,7680,7936,output_window,bf16_state,1.0579684255621058e-05,6.006522459862655e-08,3.1582345805522245e-07,0.004146343933890839,7.616914155957646e-05
fixed_baseline,fixed,0,7680,7936,output_window,fp32_state,7.785569588331098e-09,3.195614251513411e-10,5.4581714056552e-10,0.004146343933890839,1.3163817311540217e-07
fixed_baseline,fixed,0,7936,8192,output_window,bf16_state,1.264486651759468e-05,6.9482605457621e-08,3.7440788523481943e-07,0.004301791161030634,8.703534672406501e-05
fixed_baseline,fixed,0,7936,8192,output_window,fp32_state,7.607804157483411e-09,3.171471206652183e-10,5.525907183905297e-10,0.004301791161030634,1.2845596118109523e-07
fixed_positive,fixed,0,0,256,output_window,bf16_state,3.3731459551794574e-06,2.997212719858331e-08,1.475064592086396e-07,0.022636985184184145,6.516170682997946e-06
fixed_positive,fixed,0,0,256,output_window,fp32_state,1.7601923751886517e-08,1.35457969916102e-09,2.0430026465185144e-09,0.022636985184184145,9.025065086608377e-08
fixed_positive,fixed,0,256,512,output_window,bf16_state,5.482446796264279e-06,3.431748746693256e-08,1.7581319387919415e-07,0.021722494393937367,8.093600610078311e-06
fixed_positive,fixed,0,256,512,output_window,fp32_state,1.301468811193418e-08,1.2970783659778192e-09,1.9707080098654042e-09,0.021722494393937367,9.072199417463854e-08
fixed_positive,fixed,0,512,768,output_window,bf16_state,4.06917614763358e-06,3.24750358120489e-08,1.6039660178232602e-07,0.02299548052381962,6.975135901864758e-06
fixed_positive,fixed,0,512,768,output_window,fp32_state,1.3834610346208365e-08,1.3686222524496045e-09,2.0779500206699546e-09,0.02299548052381962,9.036340938896809e-08
fixed_positive,fixed,0,768,1024,output_window,bf16_state,4.039156750818007e-06,3.2954567037055836e-08,1.6218024484079296e-07,0.021336460934218277,7.601084610086246e-06
fixed_positive,fixed,0,768,1024,output_window,fp32_state,1.4134291174972002e-08,1.2541849676442284e-09,1.912054037903369e-09,0.021336460934218277,8.961439499260718e-08
fixed_positive,fixed,0,1024,1280,output_window,bf16_state,3.087983098455649e-06,3.2251494442191877e-08,1.4867289647943782e-07,0.022436133627259068,6.626493626281748e-06
fixed_positive,fixed,0,1024,1280,output_window,fp32_state,1.6704331674832762e-08,1.355568548687322e-09,2.03817444024772e-09,0.022436133627259068,9.084339013614244e-08
fixed_positive,fixed,0,1280,1536,output_window,bf16_state,4.835866674709338e-06,3.366272230291402e-08,1.7444203706384362e-07,0.021716900742037595,8.03254751384366e-06
fixed_positive,fixed,0,1280,1536,output_window,fp32_state,1.453225090264354e-08,1.2868320053687651e-09,1.9545071190427387e-09,0.021716900742037595,8.999935774718453e-08
fixed_positive,fixed,0,1536,1792,output_window,bf16_state,2.9635232195335953e-06,2.9181154665191e-08,1.4104006633890185e-07,0.021823714171713648,6.462697652158036e-06
fixed_positive,fixed,0,1536,1792,output_window,fp32_state,1.8196619808175107e-08,1.2851619817336633e-09,1.961617017144524e-09,0.021823714171713648,8.988465490842219e-08
fixed_positive,fixed,0,1792,2048,output_window,bf16_state,4.455446655355494e-06,4.019071339141953e-08,2.0221066932653038e-07,0.022495258189272564,8.989035272462873e-06
fixed_positive,fixed,0,1792,2048,output_window,fp32_state,1.6768105279285628e-08,1.3597758280893074e-09,2.0604815624662574e-09,0.022495258189272564,9.159626198239638e-08
fixed_long_memory,fixed,0,0,256,output_window,bf16_state,0.0010339271008279471,0.00013850956500502187,0.00018921061920227595,0.06221868277763107,0.0030410579387948914
fixed_long_memory,fixed,0,0,256,output_window,fp32_state,6.109294818923416e-07,6.960030343217753e-08,9.88552359440543e-08,0.06221868277763107,1.5888352425807839e-06
fixed_long_memory,fixed,0,256,512,output_window,bf16_state,0.001567764216462847,0.00022081636950786602,0.0002782723870611311,0.07368150246806318,0.0037766926262360985
fixed_long_memory,fixed,0,256,512,output_window,fp32_state,8.003166311887355e-07,1.4585083230530276e-07,1.8365888759383514e-07,0.07368150246806318,2.4926050832560182e-06
fixed_long_memory,fixed,0,512,768,output_window,bf16_state,0.0012720298785609992,0.00023027767612608874,0.0002893479470989523,0.07418210593785982,0.0039005086663531853
fixed_long_memory,fixed,0,512,768,output_window,fp32_state,8.87799574467163e-07,1.6137336542071465e-07,2.0268741480461638e-07,0.07418210593785982,2.732295238078058e-06
fixed_long_memory,fixed,0,768,1024,output_window,bf16_state,0.00132204831009506,0.000232556130398817,0.0002921647100664254,0.07460588748570295,0.003916107962959548
fixed_long_memory,fixed,0,768,1024,output_window,fp32_state,8.748525653634598e-07,1.6294949884825494e-07,2.0463404911058446e-07,0.07460588748570295,2.742867299176615e-06
fixed_long_memory,fixed,0,1024,1280,output_window,bf16_state,0.0012395694242475497,0.00023173859091734083,0.0002911259909950154,0.07469859359820953,0.0038973423323192726
fixed_long_memory,fixed,0,1024,1280,output_window,fp32_state,9.618893029306186e-07,1.642738500802954e-07,2.060426913521805e-07,0.07469859359820953,2.7583208923644206e-06
fixed_long_memory,fixed,0,1280,1536,output_window,bf16_state,0.0011422167522273374,0.00022699429310283226,0.00028561229193278256,0.07441962278905057,0.0038378626661731076
fixed_long_memory,fixed,0,1280,1536,output_window,fp32_state,9.333179987747187e-07,1.6296339840826143e-07,2.0460684651525146e-07,0.07441962278905057,2.7493668853338436e-06
fixed_long_memory,fixed,0,1536,1792,output_window,bf16_state,0.0012802286621447362,0.00022606919846266763,0.0002845553904745708,0.07347902687530797,0.0038726069543279884
fixed_long_memory,fixed,0,1536,1792,output_window,fp32_state,8.1308269805902e-07,1.616718536801127e-07,2.0286838867003506e-07,0.07347902687530797,2.7609019511689713e-06
fixed_long_memory,fixed,0,1792,2048,output_window,bf16_state,0.0012334567519988217,0.00023010407153556433,0.00028964769210089957,0.0743596723517121,0.0038952255024861005
fixed_long_memory,fixed,0,1792,2048,output_window,fp32_state,9.667405887758829e-07,1.6337039121716424e-07,2.050347008047272e-07,0.0743596723517121,2.757337335147717e-06
fixed_long_memory,fixed,0,2048,2304,output_window,bf16_state,0.0012590643663411422,0.00022992865993463684,0.00028877062775562075,0.07496201144078732,0.003852226243738422
fixed_long_memory,fixed,0,2048,2304,output_window,fp32_state,8.931856113059133e-07,1.666696511094939e-07,2.0912652751234074e-07,0.07496201144078732,2.7897667564260907e-06
fixed_long_memory,fixed,0,2304,2560,output_window,bf16_state,0.0012446658203248695,0.00022800227397599748,0.00028693322707922057,0.07375738347964937,0.003890230557844954
fixed_long_memory,fixed,0,2304,2560,output_window,fp32_state,1.021306771847863e-06,1.6354710088663933e-07,2.0597552578513267e-07,0.07375738347964937,2.7926089032423988e-06
fixed_long_memory,fixed,0,2560,2816,output_window,bf16_state,0.001279946140102739,0.00022828335157411956,0.0002866297340605904,0.07328405692533477,0.003911215427833399
fixed_long_memory,fixed,0,2560,2816,output_window,fp32_state,9.417393613542213e-07,1.6448182240083425e-07,2.0660425838728466e-07,0.07328405692533477,2.8192251774186407e-06
fixed_long_memory,fixed,0,2816,3072,output_window,bf16_state,0.0012328428074471418,0.0002290358295591218,0.00028823537468156824,0.0731861063070734,0.0039383892548155745
fixed_long_memory,fixed,0,2816,3072,output_window,fp32_state,8.345881069571348e-07,1.6253879520482236e-07,2.037359998673615e-07,0.0731861063070734,2.783807065954956e-06
fixed_long_memory,fixed,0,3072,3328,output_window,bf16_state,0.0012335862090670016,0.00022997292412479676,0.0002889497741886374,0.07339654268958697,0.003936830858786919
fixed_long_memory,fixed,0,3072,3328,output_window,fp32_state,8.449692515677398e-07,1.6179502722086365e-07,2.026301875763265e-07,0.07339654268958697,2.760759296705598e-06
fixed_long_memory,fixed,0,3328,3584,output_window,bf16_state,0.0012403341595189632,0.00022608412231296026,0.00028567073941007773,0.07395677931449447,0.003862671442130936
fixed_long_memory,fixed,0,3328,3584,output_window,fp32_state,9.176528666943184e-07,1.6159637597623877e-07,2.027277213028713e-07,0.07395677931449447,2.7411648152063263e-06
fixed_long_memory,fixed,0,3584,3840,output_window,bf16_state,0.001309352007262371,0.00022886626209500348,0.00028689441261169237,0.07372949792368484,0.0038911754547501197
fixed_long_memory,fixed,0,3584,3840,output_window,fp32_state,8.799569589101885e-07,1.6263327979825995e-07,2.039591594322794e-07,0.07372949792368484,2.76631694472396e-06
fixed_long_memory,fixed,0,3840,4096,output_window,bf16_state,0.0012511558407243134,0.00022647369419900168,0.00028556667343968765,0.07365304417286807,0.003877187652548966
fixed_long_memory,fixed,0,3840,4096,output_window,fp32_state,8.944473402217046e-07,1.6138348926851589e-07,2.0259026167595194e-07,0.07365304417286807,2.750602693358615e-06
fixed_long_memory,fixed,0,4096,4352,output_window,bf16_state,0.0013623413448418317,0.00022758945341702446,0.00028606272087599454,0.073683398963003,0.003882322543503033
fixed_long_memory,fixed,0,4096,4352,output_window,fp32_state,8.076277730473258e-07,1.6213581296342358e-07,2.0323346602826403e-07,0.073683398963003,2.758198846531349e-06
fixed_long_memory,fixed,0,4352,4608,output_window,bf16_state,0.0013261629722237447,0.00022883444587342355,0.0002884640935141324,0.07343483115041143,0.0039281644554106975
fixed_long_memory,fixed,0,4352,4608,output_window,fp32_state,9.638002935741241e-07,1.6133323610734387e-07,2.0265731757265907e-07,0.07343483115041143,2.759689297270532e-06
fixed_long_memory,fixed,0,4608,4864,output_window,bf16_state,0.001232024339064365,0.00022968266284585924,0.00028855693296342167,0.07427033094591748,0.003885224817074592
fixed_long_memory,fixed,0,4608,4864,output_window,fp32_state,9.413865260654575e-07,1.6468131344114552e-07,2.064250390139207e-07,0.07427033094591748,2.779374164418848e-06
fixed_long_memory,fixed,0,4864,5120,output_window,bf16_state,0.0012214435120924683,0.00023349241359842671,0.0002934355440429837,0.07429190945807297,0.003949764465383483
fixed_long_memory,fixed,0,4864,5120,output_window,fp32_state,8.236405153183579e-07,1.632609459959818e-07,2.0463278770652942e-07,0.07429190945807297,2.754442431204639e-06
fixed_long_memory,fixed,0,5120,5376,output_window,bf16_state,0.001369177772035976,0.00023128645761925432,0.0002906882624812372,0.07446437098429068,0.0039037227957322306
fixed_long_memory,fixed,0,5120,5376,output_window,fp32_state,8.804216216073968e-07,1.6410461676386782e-07,2.0598274718629604e-07,0.07446437098429068,2.7661919984491785e-06
fixed_long_memory,fixed,0,5376,5632,output_window,bf16_state,0.001157487552382222,0.00022612557926509106,0.000284181076155212,0.07365192786181984,0.0038584336405745
fixed_long_memory,fixed,0,5376,5632,output_window,fp32_state,9.470367799413459e-07,1.630293773190037e-07,2.0514014844283346e-07,0.07365192786181984,2.785265157318106e-06
fixed_long_memory,fixed,0,5632,5888,output_window,bf16_state,0.001155132523459966,0.00022934414341741028,0.00028842448254277355,0.0737483829439644,0.003910926192943439
fixed_long_memory,fixed,0,5632,5888,output_window,fp32_state,1.0867232719258269e-06,1.5953718243673054e-07,2.0047503412075174e-07,0.0737483829439644,2.718365150773231e-06
fixed_long_memory,fixed,0,5888,6144,output_window,bf16_state,0.00138308865361772,0.00022744726346262507,0.00028576317325648633,0.07412923416933442,0.003854932220177988
fixed_long_memory,fixed,0,5888,6144,output_window,fp32_state,9.089775750426021e-07,1.5993446604293507e-07,2.0087804696518059e-07,0.07412923416933442,2.709835724274611e-06
